Seq. No.,2017 NAPCS Code,Title
1198,5130101,Published computer software
1199,513010101,Published computer software
1200,51301010101,Published system software 
1201,51301010102,Published applications software 
1202,51302,Wholesaling services for computer software
1203,5130201,Wholesaling services for computer software
1204,513020101,Wholesaling services for computer software
1205,51302010101,Wholesaling services for computer software
1206,51303,Retailing services for computer software
1207,5130301,Retailing services for computer software
1208,513030101,Retailing services for computer software
1209,51303010101,Retailing services for computer software
1210,514,"Agricultural, construction, forestry, mining, and oil and gas field machinery and equipment, and related products"
1211,51401,"Agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1212,5140101,"Agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1213,514010101,"Agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1214,51401010101,Tractors and other agricultural machinery and equipment 
1215,51401010102,"Construction, forestry, mining, and oil and gas field machinery and equipment"
1216,51402,"Wholesaling services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1217,5140201,"Wholesaling services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1218,514020101,"Wholesaling services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1219,51402010101,Wholesaling services for farm machinery and equipment
1220,51402010102,"Wholesaling services for construction, forestry, mining and oil well and pipeline machinery and equipment"
1221,51403,"Rental services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1222,5140301,"Rental services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1223,514030101,"Rental services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1224,51403010101,"Rental services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1225,51404,"Maintenance and repair services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1226,5140401,"Maintenance and repair services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1227,514040101,"Maintenance and repair services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1228,51404010101,"Maintenance and repair services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment"
1229,515,"Industrial, commercial, and service industry machinery and equipment, and related services"
1230,51501,"Industrial, commercial, and service industry machinery and equipment"
1231,5150101,Industrial machinery and equipment
1232,515010101,Specialized industry machinery and equipment
1233,51501010101,Woodworking machinery
1234,51501010102,"Plastics- and rubber-working machinery, except patterns and molds"
1235,51501010103,Paper industry machinery
1236,51501010104,Printing machinery and equipment
1237,51501010105,Food product machinery and equipment (industrial and commercial) 
1238,51501010106,"Packing, packaging, and bottling equipment"
1239,51501010107,Chemical manufacturing machinery and equipment
1240,51501010108,"Stone, clay, and glass working machinery"
1241,51501010109,"Other special industry machinery and equipment, nec. "
1242,515010102,Metalworking machinery and equipment
1243,51501010201,Metal cutting machine tools 
1244,51501010202,Welding and soldering machinery
1245,51501010203,Other metalworking machinery
1246,515010103,Power-driven handtools
1247,51501010301,Power-driven handtools
1248,515010104,Materials handling equipment
1249,51501010401,Conveyors and conveying equipment
1250,51501010402,Other materials handling equipment 
1251,515010105,"Electricity generation, control, and storage machinery and equipment"
1252,51501010501,Electricity generation equipment 
1253,51501010502,Electricity control and distribution equipment
1254,515010106,"Industrial molds, dies, and patterns"
1255,51501010601,"Industrial molds, dies, and patterns"
1256,515010107,Other industrial machinery and equipment
1257,51501010701,Metal tanks (heavy gauge)
1258,51501010702,Power boilers and heat exchangers
1259,51501010703,Pumps and compressors
1260,51501010704,All other miscellaneous general industrial machinery
1261,5150102,Commercial and service industry machinery and equipment
1262,515010201,"Navigational, measuring, and control instruments"
1263,51501020101,Totalizing fluid meter and counting devices
1264,51501020102,"Navigational, measuring, and control instruments, nec."
1265,515010202,Commercial refrigeration equipment
1266,51501020201,Commercial refrigeration equipment
1267,515010203,Medical equipment 
1268,51501020301,Surgical and medical instruments
1269,51501020302,"Medical furniture, except dental"
1270,51501020303,Dental equipment
1271,51501020304,Electromedical and irradiation equipment
1272,515010204,Automotive maintenance equipment 
1273,51501020401,Automotive maintenance equipment 
1274,515010205,Commercial and institutional furniture
1275,51501020501,Commercial and institutional furniture
1276,515010206,Electric and nonelectric signs and displays
1277,51501020601,Electric and nonelectric signs and displays
1278,515010207,"Commercial and service industry equipment, nec."
1279,51501020701,"Commercial and service industry equipment, nec."
1280,51502,"Wholesaling services for industrial, commercial, and service industry machinery and equipment"
1281,5150201,"Wholesaling services for industrial, commercial, and service industry machinery and equipment"
1282,515020101,"Wholesaling services for industrial, commercial, and service industry machinery and equipment"
1283,51502010101,"Wholesaling services for industrial, commercial, and service industry machinery and equipment"
1284,51503,"Rental services for industrial, commercial, and service industry machinery and equipment"
1285,5150301,Rental services for industrial machinery and equipment
1286,515030101,Rental services for industrial machinery and equipment
1287,51503010101,Rental of materials handling equipment
1288,51503010102,Rental of other industrial machinery and equipment
1289,5150302,"Rental services for commercial and service industry machinery and equipment, without operator"
1290,515030201,"Rental services for commercial and service industry machinery and equipment, without operator"
1291,51503020101,"Rental services for commercial and service industry machinery and equipment, without operator"
1292,51504,"Maintenance and repair services for industrial, commercial, and service industry machinery and equipment"
1293,5150401,"Maintenance and repair services for industrial, commercial, and service industry machinery and equipment"
1294,515040101,"Maintenance and repair services for industrial, commercial, and service industry machinery and equipment"
1295,51504010101,Maintenance and repair services for industrial machinery and equipment
1296,51504010102,Maintenance and repair services for precision electronic medical equipment
1297,51504010103,Maintenance and repair services for other electronic and precision equipment
1298,51504010104,Maintenance and repair services for commercial refrigeration equipment
1299,51504010105,"Maintenance and repair services for other commercial and service industry machinery and equipment, nec."
1300,516,"Other machinery and equipment, and related products"
1301,51601,Transportation equipment
1302,5160101,Transportation equipment
1303,516010101,Transportation equipment
1304,51601010101,"Buses, heavy-duty trucks, and heavy-duty trailers, including chassis"
1305,51601010102,Aircraft
1306,51601010103,Railroad rolling stock (including rapid transit) and maintenance equipment
1307,51601010104,Ships
1308,51601010105,Other transportation vehicles and equipment 
1309,51602,Wholesaling services for transportation equipment
1310,5160201,Wholesaling services for transportation equipment
1311,516020101,Wholesaling services for transportation equipment
1312,51602010101,"Wholesaling services for buses, medium trucks and heavy duty trucks, tractors, and trailers"
1313,51602010102,Wholesaling services for other transportation vehicles and equipment
1314,51603,"Retailing services for other machinery and equipment, and related products"
1315,5160301,"Retailing services for other machinery and equipment, and related products"
1316,516030101,"Retailing services for other machinery and equipment, and related products"
1317,51603010101,"Retailing services for other machinery and equipment, and related products"
1318,51604,Rental services for transportation equipment
1319,5160401,"Rental of transportation equipment without operators, except cars, light trucks, and motor homes"
1320,516040101,"Rental of transportation equipment without operators, except cars, light trucks, and motor homes"
1321,51604010101,"Rental and leasing of heavy trucks, truck trailers and buses"
1322,51604010102,"Rental of air, rail, and water transportation equipment"
1323,5160402,"Rental of transportation equipment with operators, except cars, light trucks, and motor homes"
1324,516040201,"Rental of transportation equipment with operators, except cars, light trucks, and motor homes"
1325,51604020101,"Rental of aircraft with crew for air carrier use (""Wet Leasing"")"
1326,51604020102,"Rental of transportation equipment with operators, except aircraft"
1327,51605,Maintenance and repair services for transportation equipment
1328,5160501,Maintenance and repair services for transportation equipment
1329,516050101,Maintenance and repair services for transportation equipment
1330,51605010101,Maintenance and repair and related services for heavy trucks and buses
1331,51605010102,Maintenance and repair and related services for aircraft
1332,51605010103,Maintenance and repair and related services for railways
1333,51605010104,Maintenance and repair and related services for railway rolling stock
1334,51605010105,Maintenance and repair and related services for maritime vessels
1335,517,"Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment"
1336,51701,"Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment"
1337,5170101,"Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment"
1338,517010101,"Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment"
1339,51701010101,"Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment"
1340,54,Intellectual property and related products
1341,541,Outright sale of rights to intellectual property works
1342,54101,Outright sale of rights to intellectual property works
1343,5410101,Outright sale of rights to intellectual property works
1344,541010101,Outright sale of rights to intellectual property works
1345,54101010101,"Outright sale of rights to intellectual property works protected as industrial property, including patents, trademarks, industrial designs, and trade secrets"
1346,54101010102,Outright sale of rights to intellectual property works protected by copyright
1347,542,Licensing of rights to use intellectual property
1348,54201,Licensing of rights to use intellectual property
1349,5420101,Licensing of rights to use intellectual property
1350,542010101,Licensing of rights to use intellectual property protected by copyright
1351,54201010101,Licensing of rights to use intellectual property protected by copyright
1352,542010102,"Licensing of rights to use intellectual property protected as industrial property (including patents, trademarks, industrial designs, and trade secrets) and related products"
1353,54201010201,Licensing of rights to use intellectual property protected by patent
1354,54201010202,Licensing of rights to use intellectual property protected by trademark
1355,54201010203,"Licensing of rights to use intellectual property protected as industrial property, nec."
1356,543,Research and development services
1357,54301,Research and development services
1358,5430101,Research and development services
1359,543010101,Research and development services
1360,54301010101,Research and development services
1361,544,Artistic and literary intellectual property protected by copyright produced under contract
1362,54401,Artistic and literary intellectual property protected by copyright produced under contract
1363,5440101,Artistic and literary intellectual property protected by copyright produced under contract
1364,544010101,Artistic and literary intellectual property protected by copyright produced under contract
1365,54401010101,Artistic and literary intellectual property protected by copyright produced under contract
1366,545,Products related to intellectual property
1367,54501,Leasing of rights related to intellectual property
1368,5450101,Leasing of rights related to intellectual property
1369,545010101,Leasing of rights related to intellectual property
1370,54501010101,Leasing of rights to explore for and exploit natural resources
1371,54501010102,Leasing of other rights related to intellectual property
1372,54502,Administration of musical and other copyrights for others
1373,5450201,Administration of musical and other copyrights for others
1374,545020101,Administration of musical and other copyrights for others
1375,54502010101,Administration of musical and other copyrights for others
1376,54503,Services related to intellectual property
1377,5450301,Services related to intellectual property
1378,545030101,Franchising agreements
1379,54503010101,Franchising agreements
1380,545030102,Contract live sporting events
1381,54503010201,Contract live sporting events
1382,57,"Labor supply and related products, except human resources management consulting services"
1383,571,"Labor supply and related products, except human resources management consulting services"
1384,57101,"Labor supply and related products, except human resources management consulting services"
1385,5710101,"Labor supply and related products, except human resources management consulting services"
1386,571010101,Labor supply services
1387,57101010101,Permanent (direct employee) placement services
1388,57101010102,Independent contractor staffing services
1389,57101010103,Temporary staffing services
1390,57101010104,Long-term staffing services (payrolling)
1391,57101010105,Temporary staffing-to-permanent placement services
1392,57101010106,Onsite management of temporary help services
1393,57101010107,Co-employment staffing services
1394,57101010108,Executive/retained search services
1395,571010102,"Employment related services, except human resources management consulting services"
1396,57101010201,Online employment services
1397,57101010202,Employment related training and evaluation services
1398,57101010203,Outplacement/career counseling
1399,57101010204,Medical examinations for employment
1400,571010103,Labor union membership services
1401,57101010301,Labor union membership services
1402,61,"Fuels, utilities, waste management, and environmental remediation services, and related products and services"
1403,611,"Fuels and electricity for heat, power, and transportation, and related products"
1404,61101,"Fuels for heat, power, and transportation, and related products"
1405,6110101,"Fuels for heat, power, and transportation"
1406,611010101,"Fuels for heat, power, and transportation"
1407,61101010101,Natural gas and residue gas
1408,61101010102,Coal products
1409,61101010103,"Refined petroleum fuels, except biofuels"
1410,61101010104,Fuel ethanol (fuel-grade alcohol) and other biofuels
1411,61101010105,Other fuels
1412,6110102,"Wholesaling services for fuels for heat, power, and transportation"
1413,611010201,"Wholesaling services for fuels for heat, power, and transportation"
1414,61101020101,"Wholesaling services for fuels for heat, power, and transportation"
1415,6110103,"Retailing services for fuels for heat, power, and transportation"
1416,611010301,"Retailing services for fuels for heat, power, and transportation"
1417,61101030101,"Retailing services for fuels for heat, power, and transportation"
1418,6110104,"Natural gas and steam services for fuels for heat, power, and transportation"
1419,611010401,"Natural gas and steam services for fuels for heat, power, and transportation"
1420,61101040101,Natural gas distribution and support services
1421,61101040102,Steam distribution services
1422,61102,Electric utilities and related products
1423,6110201,Electric utilities and related products
1424,611020101,Electric utilities and related products
1425,61102010101,Electric utilities and related products
1426,612,"Water, sewer, and environmental services"
1427,61201,Water supply and sewage treatment services
1428,6120101,Water supply and sewage treatment services
1429,612010101,Water supply and sewage treatment services
1430,61201010101,Water supply and sewage treatment services
1431,61202,"Waste management services, except sewage treatment"
1432,6120201,Non-hazardous waste management services
1433,612020101,Collection services for non-hazardous waste and recyclable material
1434,61202010101,Residential collection services for non-hazardous waste and recyclable material
1435,61202010102,Nonresidential collection services for non-hazardous waste and recyclable material
1436,61202010103,Collection services for non-hazardous construction and demolition waste
1437,61202010104,Destruction services for non-hazardous waste
1438,61202010105,Other collection services for non-hazardous waste
1439,612020102,Other non-hazardous waste management services
1440,61202010201,"Consolidation, storage, and preparation services for non-hazardous waste and recyclable material"
1441,61202010202,"Non-hazardous waste disposal and other non-hazardous waste facilities operations, maintenance, and closure services"
1442,61202010203,"Non-hazardous waste management services, nec."
1443,6120202,Hazardous waste management services
1444,612020201,Hazardous waste management services
1445,61202020101,Collection services for hazardous waste
1446,61202020102,"Consolidation, storage, and preparation services for hazardous waste and recyclable material"
1447,61202020103,Treatment services for hazardous waste
1448,61202020104,"Hazardous waste disposal and other hazardous waste facilities operations, maintenance, and closure services"
1449,61202020105,"Hazardous waste management services, nec."
1450,61203,Environmental remediation and site management services
1451,6120301,Environmental remediation and site management services
1452,612030101,"Site remediation services, except site assessment and remediation planning services"
1453,61203010101,Site remediation cleanup services
1454,61203010102,"Control, containment, and monitoring services for site remediation"
1455,61203010103,"Site remediation services, nec."
1456,612030102,"Other remediation services, except site assessment and remediation planning services"
1457,61203010201,Building remediation services
1458,61203010202,"Environmental emergency response services, except planning services"
1459,61203010203,Decommissioning services
1460,61203010204,"Remediation services, nec."
1461,61204,Environmental consulting services
1462,6120401,Environmental consulting services
1463,612040101,Environmental consulting services
1464,61204010101,Environmental assessment services
1465,61204010102,Environmental audit services
1466,61204010103,Site remediation planning services
1467,61204010104,Evaluation of environmental studies
1468,61204010105,Natural resource management consulting services
1469,61204010106,Waste management consulting services
1470,61204010107,Environmental policy development consulting services
1471,61204010108,Other environmental consulting services
1472,61205,"Other environmental services, except engineering"
1473,6120501,"Other environmental services, except engineering"
1474,612050101,"Other environmental services, except engineering"
1475,61205010101,"Other environmental services, except engineering"
1476,64,Goods transportation services and related products
1477,641,Goods transportation services and related products
1478,64101,Transportation services for goods
1479,6410101,"Moving services, except household moving"
1480,641010101,"Moving services, except household moving"
1481,64101010101,"Moving services, except household moving"
1482,6410102,"Transportation services for small packages, documents, and letters"
1483,641010201,"Transportation services for small packages, documents, and letters"
1484,64101020101,"Transportation services for small packages, documents, and letters"
1485,6410103,Local transportation and delivery of purchased or serviced items
1486,641010301,Local transportation and delivery of purchased or serviced items
1487,64101030101,Local transportation and delivery of purchased or serviced items
1488,6410104,Transportation of bulk liquids and gases
1489,641010401,Transportation of liquids and gases by pipeline
1490,64101040101,Transportation of natural gas by pipeline
1491,64101040102,Transportation of crude oil and other commodities by pipeline
1492,641010402,Other transportation of bulk liquids and gases
1493,64101040201,"Transportation of bulk liquids and gases in intermodal tank containers, by road"
1494,64101040202,"Transportation of bulk liquids and gases, except in intermodal tank containers, by road"
1495,64101040203,"Transportation of bulk liquids and gases in intermodal tank containers, by rail"
1496,64101040204,"Transportation of bulk liquids and bulk gases, except in intermodal tank containers, by rail"
1497,64101040205,"Transportation of bulk liquids and gases in intermodal tank containers, by water"
1498,64101040206,"Transportation of bulk liquids and gases, except in intermodal tank containers, by water"
1499,64101040207,Transportation of bulk liquids and gases by air
1500,6410105,"Transportation of dry bulks, except in intermodal containers"
1501,641010501,"Transportation of dry bulks, except in intermodal containers"
1502,64101050101,"Transportation of dry bulks, except in intermodal containers, by road"
1503,64101050102,"Transportation of dry bulks, except in intermodal containers, by rail"
1504,64101050103,"Transportation of dry bulks, except in intermodal containers, by water"
1505,6410106,"Transportation of boxed, palletized, and other packed goods, except in intermodal containers"
1506,641010601,"Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers"
1507,64101060101,"Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers, by road"
1508,64101060102,"Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers, by rail"
1509,64101060103,"Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers, by water"
1510,64101060104,"Transportation of perishable/climate-controlled boxed, palletized, and other packed goods, by air"
1511,641010602,"Transportation of boxed, palletized, and other packed goods, not climate-controlled, except in intermodal containers"
1512,64101060201,"Transportation of boxed, palletized, and other packed goods, not climate-controlled and not in intermodal containers, by road"
1513,64101060202,"Transportation of boxed, palletized, and other packed goods, not climate-controlled and not in intermodal containers, by rail"
1514,64101060203,"Transportation of boxed, palletized, and other packed goods, not climate-controlled and not in intermodal containers, by water"
1515,64101060204,"Transportation of non-perishable/not climate-controlled  boxed, palletized, and other packed goods, by air"
1516,6410107,"Transportation of intermodal containers, nec."
1517,641010701,"Transportation of climate-controlled intermodal containers, nec."
1518,64101070101,"Transportation of climate-controlled intermodal containers, nec., by road"
1519,64101070102,"Transportation of climate-controlled intermodal containers, nec., by rail"
1520,64101070103,"Transportation of climate-controlled intermodal containers, nec., by water"
1521,641010702,"Transportation of intermodal containers, not climate-controlled, nec."
1522,64101070201,"Transportation of intermodal containers, not climate-controlled, nec., by road"
1523,64101070202,"Transportation of intermodal containers, not climate-controlled, nec., by rail"
1524,64101070203,"Transportation of intermodal containers, not climate-controlled, nec., by water"
1525,6410108,Transportation of automobiles and light trucks
1526,641010801,Transportation of automobiles and light trucks
1527,64101080101,Transportation of automobiles and light trucks by road
1528,64101080102,Transportation of automobiles and light trucks by rail
1529,64101080103,Transportation of automobiles and light trucks by water
1530,64101080104,Transportation of automobiles and light trucks by air
1531,6410109,Transportation of livestock
1532,641010901,Transportation of livestock
1533,64101090101,Transportation of livestock by road
1534,64101090102,Transportation of livestock by rail
1535,64101090103,Transportation of livestock by water
1536,6410110,Transportation of waste
1537,641011001,Transportation of waste
1538,64101100101,Transportation of waste
1539,6410111,"Transportation of other goods, nec."
1540,641011101,"Transportation of other goods, nec."
1541,64101110101,"Transportation of other goods, nec."
1542,64102,Warehousing and storage services
1543,6410201,Warehousing and storage services
1544,641020101,Warehousing and storage services
1545,64102010101,Warehousing and storage services
1546,64103,Freight transportation arrangement and customs brokering services
1547,6410301,Freight transportation arrangement and customs brokering services
1548,641030101,Freight transportation arrangement and customs brokering services
1549,64103010101,Freight transportation arrangement and customs brokering services
1550,64104,Handling and packing and related services for goods
1551,6410401,Handling and packing and related services for goods
1552,641040101,Handling and packing and related services for goods
1553,64104010101,Handling and packing and related services for goods
1554,67,"Materials and supplies for production and related products, except processed food and beverage inputs for human food manufacturing and food services"
1555,671,"Materials and supplies for production, except processed food and beverage inputs for human food manufacturing and food services"
1556,67101,"Materials and supplies for food manufacturing and food services, except processed food and beverage inputs for human food manufacturing and food services"
1557,6710101,Raw agricultural materials and supplies for food manufacturing and food services 
1558,671010101,Cereals
1559,67101010101,Wheat
1560,67101010102,Maize (corn)
1561,67101010103,Rice
1562,67101010104,Sorghum
1563,67101010105,Barley
1564,67101010106,Other cereals
1565,671010102,"Vegetable seeds, except beet seeds"
1566,67101010201,"Vegetable seeds, except beet seeds"
1567,671010103,Fruit seeds
1568,67101010301,Fruit seeds
1569,671010104,Oilseeds and olives
1570,67101010401,Soya beans
1571,67101010402,Groundnuts in shell
1572,67101010403,Cottonseed
1573,67101010404,Canola
1574,67101010405,Other oilseeds
1575,67101010406,Olives
1576,671010105,"Stimulant, spice and aromatic crops"
1577,67101010501,"Coffee, green"
1578,67101010502,"All other stimulant, spice, and aromatic crops"
1579,671010106,Pulses (dry leguminous vegetables)
1580,67101010601,Pulses (dry leguminous vegetables)
1581,671010107,Sugar crops
1582,67101010701,Sugar crops
1583,671010108,Agave
1584,67101010801,Agave
1585,671010109,Cattle and other ruminants
1586,67101010901,Cattle
1587,67101010902,Other ruminants
1588,671010110,Swine / pigs
1589,67101011001,Swine / pigs
1590,671010111,Poultry and eggs
1591,67101011101,Poultry and eggs
1592,671010112,Horses and other equines
1593,67101011201,Horses and other equines
1594,671010113,"Other live animals, except household pets"
1595,67101011301,"Other live animals, except household pets"
1596,671010114,Raw milk
1597,67101011401,Raw milk
1598,671010115,Natural honey
1599,67101011501,Natural honey
1600,671010116,"Fish, live, fresh or chilled"
1601,67101011601,"Fish, live"
1602,67101011602,"Fish, fresh or chilled"
1603,671010117,"Crustaceans, not frozen; oysters; other mollusks and aquatic invertebrates, live, fresh or chilled"
1604,67101011701,"Crustaceans, not frozen; oysters; other mollusks and aquatic invertebrates, live, fresh or chilled"
1605,6710102,Products for animal and marine feed manufacturing
1606,671010201,Products for animal and marine feed manufacturing
1607,67101020101,Products for animal and marine feed manufacturing
1608,67102,Materials and supplies for tobacco manufacturing
1609,6710201,Materials and supplies for tobacco manufacturing
1610,671020101,Materials and supplies for tobacco manufacturing
1611,67102010101,Materials and supplies for tobacco manufacturing
1612,67103,Materials and supplies for textile mills
1613,6710301,Materials and supplies for textile mills
1614,671030101,Materials and supplies for textile mills
1615,67103010101,"Cotton, whether or not ginned"
1616,67103010102,Other fibre crops
1617,67103010103,Raw animal materials used in textiles
1618,67103010104,Yarns
1619,67103010105,Threads
1620,67103010106,Artificial and synthetic fibers and filaments
1621,67103010107,"Recovered fibers, processed mill waste, and related products"
1622,67104,"Materials and supplies for clothing, leather, footwear, and other textiles manufacturing"
1623,6710401,"Materials and supplies for clothing, leather, footwear, and other textiles manufacturing"
1624,671040101,"Materials and supplies for clothing, leather, footwear, and other textiles manufacturing"
1625,67104010101,"Broadwoven fabrics, gray goods and finished"
1626,67104010102,Narrow fabrics
1627,67104010103,Knit fabrics
1628,67104010104,Embroideries
1629,67104010105,"Buttons, needles, pins, and other apparel fasteners"
1630,67104010106,"Surfactants, finishing agents, and assistants"
1631,67104010107,Miscellaneous products for textile manufacturing
1632,67105,Softwood and hardwood logs
1633,6710501,Softwood and hardwood logs
1634,671050101,Softwood and hardwood logs
1635,67105010101,Softwood logs
1636,67105010102,Hardwood logs
1637,67106,Materials and supplies for wood product and furniture manufacturing
1638,6710601,Materials and supplies for wood product and furniture manufacturing
1639,671060101,"Lumber and wood, except for construction"
1640,67106010101,"Lumber and wood, except for construction"
1641,671060102,Non-wood materials and supplies for furniture manufacturing
1642,67106010201,Padding and cushioning products
1643,67106010202,Other materials and supplies for furniture and cabinet manufacturing
1644,67107,"Paper, paperboard, and materials and supplies for paper manufacturing"
1645,6710701,"Paper, paperboard, and materials and supplies for paper manufacturing"
1646,671070101,"Paper, paperboard, and materials and supplies for paper manufacturing"
1647,67107010101,Pulp 
1648,67107010102,Paperboard products 
1649,67107010103,"Paper, except printing paper"
1650,67108,Materials and supplies for printing processes
1651,6710801,Materials and supplies for printing processes
1652,671080101,Materials and supplies for printing processes
1653,67108010101,Newsprint
1654,67108010102,Other printing paper
1655,67108010103,"Printing trades engravers' materials, blank printing plates, and printing ink"
1656,67109,Materials and supplies for petroleum and coal products manufacturing
1657,6710901,Materials and supplies for petroleum and coal products manufacturing
1658,671090101,Materials and supplies for petroleum and coal products manufacturing
1659,67109010101,"Crude oil, including lease condensate"
1660,67109010102,Miscellaneous products for petroleum and coal products manufacturing
1661,67110,Materials and supplies for chemical manufacturing
1662,6711001,Materials and supplies for chemical manufacturing
1663,671100101,Materials and supplies for chemical manufacturing
1664,67110010101,Petrochemicals
1665,67110010102,"Industrial gases (oxygen, carbon dioxide, nitrogen, argon, hydrogen, fluorocarbon, acetylene, and other industrial gases)"
1666,67110010103,Dyes and pigments
1667,67110010104,All other basic inorganic chemicals
1668,67110010105,Pure and other denatured ethyl alcohol
1669,67110010106,"Gum and wood chemicals, cyclic intermediates, and all other basic organic chemicals"
1670,67110010107,"Potash, soda, and borate"
1671,67110010108,Natural gas liquids
1672,67110010109,"Synthetic organic medicinal chemicals (all uses), medicinal and botanical drugs, chemicals, and products, in bulk, alkaloid drugs, naturally occurring vitamins, etc."
1673,67110010110,Miscellaneous products for chemical manufacturing
1674,67111,Materials and supplies for plastics and rubber products manufacturing
1675,6711101,Materials and supplies for plastics and rubber products manufacturing
1676,671110101,Materials and supplies for plastics and rubber products manufacturing
1677,67111010101,Plastics and resin products
1678,67111010102,Rubber products
1679,67111010103,"Carbon black, all processes"
1680,67111010104,Miscellaneous products for plastics and rubber products manufacturing
1681,67112,"Materials and supplies for clay, glass, cement, and other nonmetallic minerals products manufacturing"
1682,6711201,"Materials and supplies for clay, glass, cement, and other nonmetallic minerals products manufacturing"
1683,671120101,"Sand, clay, and glass products"
1684,67112010101,Industrial sand
1685,67112010102,Clays and refractory minerals
1686,67112010103,"Flat glass (float, sheet, and plate process)"
1687,671120102,All other nonmetallic minerals 
1688,67112010201,All other nonmetallic minerals 
1689,671120103,"Portland cement and other portland hydraulic cements (including oil well, white cement, blended cements, etc.), and masonry cement and cement clinker"
1690,67112010301,"Portland cement and other portland hydraulic cements (including oil well, white cement, blended cements, etc.), and masonry cement and cement clinker"
1691,67113,Materials and supplies for primary metals manufacturing
1692,6711301,Materials and supplies for primary metals manufacturing
1693,671130101,Metal ores
1694,67113010101,"Iron ore, including crude, concentrates, agglomerates, and pellets"
1695,67113010102,Gold ore
1696,67113010103,Silver ore
1697,67113010104,Lead ore and zinc ore
1698,67113010105,Copper ore and nickel ore
1699,67113010106,"Crude uranium ores and concentrates, including radium and vanadium"
1700,67113010107,Miscellaneous metal ores and concentrates
1701,671130102,"Coke oven and blast furnace products, except slag"
1702,67113010201,"Coke oven and blast furnace products, except slag"
1703,671130103,Ferroalloys and miscellaneous materials and supplies for primary metals manufacturing 
1704,67113010301,Ferroalloys and miscellaneous materials and supplies for primary metals manufacturing 
1705,67114,Materials and supplies for fabricated metal manufacturing
1706,6711401,Materials and supplies for fabricated metal manufacturing
1707,671140101,Materials and supplies for fabricated metal manufacturing
1708,67114010101,"Iron and steel in primary and mill shapes, except pipe and tube"
1709,67114010102,"Primary, secondary, and alloyed aluminum in primary and mill shapes, except pipe and tube"
1710,67114010103,"Primary, secondary, and alloyed copper in primary and mill shapes, except pipe and tube"
1711,67114010104,"Other primary, secondary, and alloyed nonferrous metals in primary and mill shapes, except wire, pipe, and tube"
1712,67114010105,"Metal pipe and tube, except copper plumbing pipe and cast iron pipe"
1713,67114010106,Miscellaneous materials and supplies for fabricated metal manufacturing
1714,67115,"Fabricated metal general-use products for machinery, transportation, and other equipment manufacturing"
1715,6711501,"Fabricated metal general-use products for machinery, transportation, and other equipment manufacturing"
1716,671150101,"Fabricated metal general-use products for machinery, transportation, and other equipment manufacturing"
1717,67115010101,Metal castings
1718,67115010102,"Metal stampings for machinery, transportation, and other equipment manufacturing"
1719,67115010103,"Metal forging products, powder metallurgy parts, and fabricated structural iron and steel products"
1720,67116,Materials and supplies for machinery and transportation equipment manufacturing 
1721,6711601,Materials and supplies for machinery and transportation equipment manufacturing 
1722,671160101,Materials and supplies for machinery and transportation equipment manufacturing 
1723,67116010101,Metal fasteners and similar items for machinery and transportation equipment manufacturing
1724,67116010102,Fabricated plastics products for transportation equipment
1725,67116010103,"Engine and propulsion unit products, except for aircraft"
1726,67116010104,Aircraft engines and parts and accessories
1727,67116010105,"Ignition, electrical, and electronic products"
1728,67116010106,Storage batteries
1729,67116010107,Power train products
1730,67116010108,Fluid power system products
1731,67116010109,"Filter products, including fluid power, internal combustion engine, and motor vehicle filters"
1732,67116010110,"Gasket, packing, and sealing device products; rubber mechanical goods"
1733,67116010111,"Belt and hose products, except industrial hose without fittings"
1734,67116010112,Steel spring suspension system products
1735,67116010113,Wheel products
1736,67116010114,Motor vehicle body and attachment products
1737,67116010115,Transportation seating products
1738,67116010116,Miscellaneous materials and supplies for motor vehicle manufacturing
1739,67116010117,"Miscellaneous materials and supplies for aerospace manufacturing, except hardware"
1740,67116010118,Other miscellaneous materials and supplies for machinery and transportation equipment manufacturing
1741,67117,"Materials and supplies for electronic and electrical equipment, appliances, and component manufacturing"
